sep=;
Session;Time (s);Rounds;Agreement;Discounted;Approval;Min. utility;Max. utility;Distance to pareto;Distance to Nash;Social welfare;Agent name 1;Agent name 2;Agent name 3;Agent utility 1;Agent utility 2;Agent utility 3
1;0,055;45;Yes;No;3;0,70489;0,88529;0,00000;0,18356;2,43911;class negotiator.group1.Group1@2032688150;class negotiator.group3.Group3@1219880574;class negotiator.group6.Group6@506429309;0,88529;0,70489;0,84893
2;0,061;52;Yes;No;3;0,77799;0,96229;0,00000;0,12356;2,54238;class negotiator.group1.Group1@1079703302;class negotiator.group6.Group6@336579564;class negotiator.group3.Group3@420805950;0,80210;0,96229;0,77799
3;0,060;31;Yes;No;3;0,78873;0,92352;0,00000;0,08999;2,61009;class negotiator.group6.Group6@821952079;class negotiator.group1.Group1@1933774249;class negotiator.group3.Group3@926289245;0,89784;0,92352;0,78873
4;0,036;49;Yes;No;3;0,85582;0,88581;0,00000;0,00000;2,60043;class negotiator.group6.Group6@1034383612;class negotiator.group3.Group3@1005244419;class negotiator.group1.Group1@889099184;0,85582;0,88581;0,85880
5;0,075;36;Yes;No;3;0,85582;0,88581;0,00000;0,00000;2,60043;class negotiator.group3.Group3@898769662;class negotiator.group6.Group6@221736236;class negotiator.group1.Group1@836790907;0,85582;0,88581;0,85880
6;0,061;48;Yes;No;3;0,75629;0,86880;0,07373;0,10560;2,48911;class negotiator.group3.Group3@556464083;class negotiator.group1.Group1@200560296;class negotiator.group6.Group6@1415052729;0,86880;0,86402;0,75629
1;0,061;47;Yes;No;3;0,74260;0,92732;0,07418;0,17891;2,44878;class negotiator.group1.Group1@1557309425;class negotiator.group3.Group3@168816339;class negotiator.group6.Group6@470311886;0,92732;0,74260;0,77885
2;0,065;47;Yes;No;3;0,76812;0,83158;0,07241;0,14042;2,38107;class negotiator.group1.Group1@1792047042;class negotiator.group6.Group6@476485719;class negotiator.group3.Group3@328959570;0,83158;0,78138;0,76812
3;0,066;31;Yes;No;3;0,78873;0,92352;0,00000;0,08999;2,61009;class negotiator.group6.Group6@1200585612;class negotiator.group1.Group1@486033672;class negotiator.group3.Group3@1887615763;0,89784;0,92352;0,78873
4;0,030;46;Yes;No;3;0,78873;0,92352;0,00000;0,08999;2,61009;class negotiator.group6.Group6@382211610;class negotiator.group3.Group3@706941093;class negotiator.group1.Group1@1679414847;0,89784;0,92352;0,78873
