sep=;
Session;Time (s);Rounds;Agreement;Discounted;Approval;Min. utility;Max. utility;Distance to pareto;Distance to Nash;Social welfare;Agent name 1;Agent name 2;Agent name 3;Agent utility 1;Agent utility 2;Agent utility 3
1;0,504;153;Yes;No;3;0,75214;0,93824;0,00000;0,00000;2,45923;class negotiator.group1.Group1@739858791;class negotiator.group7.Group7@585015956;class negotiator.group8.Group8@652292631;0,76884;0,93824;0,75214
2;0,350;168;Yes;No;3;0,59849;0,83134;0,12571;0,34572;2,06475;class negotiator.group1.Group1@1675864239;class negotiator.group8.Group8@97978325;class negotiator.group7.Group7@1380634617;0,83134;0,63491;0,59849
3;0,435;168;Yes;No;3;0,38525;0,75697;0,28279;0,43677;1,79059;class negotiator.group8.Group8@2106867245;class negotiator.group1.Group1@63723488;class negotiator.group7.Group7@1050153443;0,38525;0,75697;0,64837
4;0,451;166;Yes;No;3;0,56835;0,75365;0,17253;0,36319;1,95741;class negotiator.group8.Group8@984167630;class negotiator.group7.Group7@1720717536;class negotiator.group1.Group1@125970565;0,56835;0,63541;0,75365
5;0,254;162;Yes;No;3;0,59091;0,83899;0,04883;0,35855;2,21806;class negotiator.group7.Group7@2045453983;class negotiator.group8.Group8@169308712;class negotiator.group1.Group1@1818653850;0,78815;0,59091;0,83899
6;0,233;159;Yes;No;3;0,57540;0,81512;0,08549;0,22156;2,20341;class negotiator.group7.Group7@2050408339;class negotiator.group1.Group1@1514774932;class negotiator.group8.Group8@1803427527;0,81512;0,81289;0,57540
1;0,248;163;Yes;No;3;0,65371;0,85690;0,05694;0,13278;2,31585;class negotiator.group1.Group1@887317910;class negotiator.group7.Group7@2070322878;class negotiator.group8.Group8@1815397703;0,80524;0,85690;0,65371
2;0,192;161;Yes;No;3;0,61913;0,78108;0,07349;0,32046;2,17393;class negotiator.group1.Group1@2007463456;class negotiator.group8.Group8@1489466007;class negotiator.group7.Group7@396067935;0,77371;0,61913;0,78108
3;0,218;163;Yes;No;3;0,59531;0,85740;0,00000;0,19967;2,26157;class negotiator.group8.Group8@1573877014;class negotiator.group1.Group1@286592761;class negotiator.group7.Group7@1915065734;0,59531;0,85740;0,80886
4;0,243;163;Yes;No;3;0,61027;0,77856;0,11045;0,25844;2,12471;class negotiator.group8.Group8@970415841;class negotiator.group7.Group7@521599752;class negotiator.group1.Group1@650988757;0,61027;0,73589;0,77856
5;0,193;163;Yes;No;3;0,67942;0,83643;0,04883;0,27078;2,30999;class negotiator.group7.Group7@2014995503;class negotiator.group8.Group8@2075729307;class negotiator.group1.Group1@1398765407;0,83643;0,67942;0,79414
6;0,192;163;Yes;No;3;0,56674;0,77801;0,17382;0,25078;2,06028;class negotiator.group7.Group7@532161029;class negotiator.group1.Group1@875042497;class negotiator.group8.Group8@122585114;0,71553;0,77801;0,56674
1;0,178;158;Yes;No;3;0,70292;0,89757;0,00000;0,09683;2,44214;class negotiator.group1.Group1@797174307;class negotiator.group7.Group7@1903513052;class negotiator.group8.Group8@94356269;0,84165;0,89757;0,70292
2;0,141;164;Yes;No;3;0,68086;0,78994;0,10119;0,26371;2,16954;class negotiator.group1.Group1@1990385108;class negotiator.group8.Group8@1178661841;class negotiator.group7.Group7@494947688;0,78994;0,68086;0,69874
3;0,159;169;Yes;No;3;0,66811;0,81673;0,06020;0,15802;2,24449;class negotiator.group8.Group8@1727886174;class negotiator.group1.Group1@114380328;class negotiator.group7.Group7@1196354392;0,66811;0,81673;0,75965
4;0,195;164;Yes;No;3;0,60488;0,83481;0,07093;0,31035;2,12773;class negotiator.group8.Group8@1480197588;class negotiator.group7.Group7@1439758862;class negotiator.group1.Group1@1509711506;0,60488;0,68805;0,83481
5;0,187;165;Yes;No;3;0,51721;0,75683;0,13794;0,42437;1,99003;class negotiator.group7.Group7@1775794910;class negotiator.group8.Group8@1640289940;class negotiator.group1.Group1@857096232;0,71599;0,51721;0,75683
6;0,186;153;Yes;No;3;0,57273;0,92106;0,00000;0,25661;2,32961;class negotiator.group7.Group7@136675350;class negotiator.group1.Group1@570492230;class negotiator.group8.Group8@1706428388;0,92106;0,83582;0,57273
1;0,188;161;Yes;No;3;0,50042;0,84118;0,12009;0,30456;2,12439;class negotiator.group1.Group1@1679821946;class negotiator.group7.Group7@1075910104;class negotiator.group8.Group8@1780482991;0,84118;0,78279;0,50042
2;0,150;164;Yes;No;3;0,67942;0,83643;0,04883;0,27078;2,30999;class negotiator.group1.Group1@1073520680;class negotiator.group8.Group8@1541093489;class negotiator.group7.Group7@320628999;0,83643;0,67942;0,79414
3;0,159;162;Yes;No;3;0,54221;0,78714;0,11112;0,28908;2,09159;class negotiator.group8.Group8@2034970032;class negotiator.group1.Group1@594296657;class negotiator.group7.Group7@569803773;0,54221;0,76223;0,78714
4;0,184;165;Yes;No;3;0,48484;0,82777;0,14649;0,39225;1,99109;class negotiator.group8.Group8@1364361877;class negotiator.group7.Group7@1901335458;class negotiator.group1.Group1@855649390;0,48484;0,67848;0,82777
5;0,155;165;Yes;No;3;0,55788;0,76823;0,10780;0,38084;2,08499;class negotiator.group7.Group7@645703832;class negotiator.group8.Group8@1669320936;class negotiator.group1.Group1@854001190;0,75888;0,55788;0,76823
6;0,180;161;Yes;No;3;0,50042;0,84118;0,12009;0,30456;2,12439;class negotiator.group7.Group7@11939656;class negotiator.group1.Group1@1137536942;class negotiator.group8.Group8@1579687855;0,84118;0,78279;0,50042
1;0,191;149;Yes;No;3;0,57273;0,95933;0,00000;0,18076;2,29430;class negotiator.group1.Group1@1416946810;class negotiator.group7.Group7@1703497171;class negotiator.group8.Group8@1301409491;0,76223;0,95933;0,57273
2;0,139;163;Yes;No;3;0,63872;0,81673;0,08393;0,30334;2,20477;class negotiator.group1.Group1@1406813609;class negotiator.group8.Group8@545139868;class negotiator.group7.Group7@263588501;0,81673;0,63872;0,74932
